Päivämäärä	Viim.	Avoin	Korkea	Matala	Vol.	Muut.%
22.09.2009	6.589,57	6.569,07	6.633,73	6.569,07	44,04M	+0.34%
21.09.2009	6.567,33	6.623,16	6.624,45	6.535,96	37,93M	-0.69%
18.09.2009	6.612,73	6.627,13	6.631,07	6.551,39	88,66M	-0.30%
17.09.2009	6.632,35	6.612,53	6.671,58	6.592,98	53,73M	+0.62%
16.09.2009	6.591,67	6.508,25	6.615,56	6.508,25	55,83M	+1.47%
15.09.2009	6.496,08	6.422,06	6.531,00	6.415,97	58,98M	+1.56%
14.09.2009	6.395,99	6.434,31	6.434,31	6.327,23	41,19M	-0.81%
11.09.2009	6.448,21	6.456,06	6.524,67	6.433,28	53,33M	-0.04%
10.09.2009	6.450,84	6.463,93	6.521,93	6.420,89	55,96M	+0.31%
09.09.2009	6.430,89	6.359,69	6.431,10	6.347,78	49,93M	+1.06%
08.09.2009	6.363,16	6.323,04	6.415,95	6.323,04	58,16M	+0.66%
07.09.2009	6.321,30	6.204,13	6.338,67	6.204,13	48,13M	+2.03%
04.09.2009	6.195,44	6.095,04	6.197,91	6.089,47	56,58M	+2.08%
03.09.2009	6.068,96	6.007,51	6.147,03	6.007,51	58,14M	+1.52%
02.09.2009	5.977,95	6.100,13	6.107,08	5.946,06	58,50M	-2.00%
01.09.2009	6.100,13	6.211,50	6.239,96	6.084,58	65,94M	-2.09%
31.08.2009	6.230,62	6.303,82	6.305,56	6.188,05	45,67M	-1.19%
28.08.2009	6.305,56	6.227,60	6.381,58	6.221,50	77,25M	+1.62%
27.08.2009	6.205,00	6.160,69	6.260,57	6.157,22	72,33M	+0.86%
26.08.2009	6.152,00	6.137,22	6.220,54	6.131,71	72,01M	+0.41%
25.08.2009	6.126,79	6.104,97	6.166,53	6.070,82	52,81M	-0.15%
24.08.2009	6.136,26	6.024,68	6.143,83	6.016,00	55,66M	+1.94%
21.08.2009	6.019,47	5.875,87	6.019,50	5.844,95	76,18M	+2.57%
20.08.2009	5.868,92	5.837,98	5.922,45	5.835,31	51,60M	+0.92%
19.08.2009	5.815,38	5.836,90	5.838,64	5.772,34	65,49M	-0.43%
18.08.2009	5.840,38	5.812,89	5.874,70	5.809,41	37,19M	+0.68%
17.08.2009	5.800,72	5.940,88	5.946,09	5.791,24	47,54M	-2.50%
14.08.2009	5.949,57	5.958,69	6.023,50	5.928,77	75,79M	-0.27%
13.08.2009	5.965,65	5.881,63	6.007,41	5.877,95	66,66M	+1.43%
12.08.2009	5.881,63	5.833,26	5.889,04	5.797,34	49,63M	+1.04%
11.08.2009	5.821,07	5.882,77	5.946,35	5.806,43	43,17M	-1.05%
10.08.2009	5.882,77	5.921,46	5.946,71	5.882,13	53,33M	-1.00%
07.08.2009	5.942,34	5.865,01	5.947,47	5.795,17	53,29M	+1.14%
06.08.2009	5.875,45	5.847,51	5.919,96	5.832,34	55,21M	+0.60%
05.08.2009	5.840,55	5.818,47	5.915,82	5.818,47	63,39M	+0.17%
04.08.2009	5.830,66	5.875,45	5.890,68	5.802,42	44,07M	-0.73%
03.08.2009	5.873,71	5.765,39	5.894,90	5.761,91	49,39M	+2.13%
31.07.2009	5.751,47	5.757,55	5.802,28	5.722,36	48,11M	-0.35%
30.07.2009	5.771,47	5.655,96	5.787,27	5.653,12	50,77M	+2.23%
29.07.2009	5.645,52	5.640,30	5.678,08	5.628,33	40,20M	+0.03%
28.07.2009	5.643,78	5.667,90	5.740,51	5.638,73	42,78M	-0.58%
27.07.2009	5.676,59	5.682,49	5.739,91	5.649,09	43,78M	+0.30%
24.07.2009	5.659,88	5.643,00	5.709,11	5.632,44	55,39M	-0.04%
23.07.2009	5.662,13	5.588,73	5.666,91	5.578,08	58,58M	+1.53%
22.07.2009	5.576,56	5.523,57	5.585,82	5.444,26	58,81M	+0.99%
21.07.2009	5.521,83	5.458,20	5.548,91	5.454,46	69,17M	+0.62%
20.07.2009	5.487,78	5.454,85	5.530,12	5.451,37	46,80M	+0.96%
17.07.2009	5.435,71	5.461,42	5.475,43	5.391,16	69,47M	-0.06%
16.07.2009	5.438,81	5.767,55	5.767,55	5.437,19	138,04M	-5.47%
15.07.2009	5.753,63	5.558,88	5.753,66	5.553,66	56,22M	+4.45%
14.07.2009	5.508,43	5.492,11	5.558,04	5.470,51	34,61M	+0.74%
13.07.2009	5.467,75	5.351,64	5.486,68	5.337,72	37,39M	+2.17%
10.07.2009	5.351,64	5.406,00	5.435,77	5.350,33	28,62M	-1.16%
09.07.2009	5.414,69	5.416,09	5.470,24	5.398,50	29,40M	+0.30%
08.07.2009	5.398,69	5.474,66	5.484,53	5.398,22	31,88M	-1.76%
07.07.2009	5.495,53	5.490,75	5.549,54	5.465,54	31,80M	+0.06%
06.07.2009	5.492,49	5.556,22	5.568,14	5.466,97	29,02M	-1.12%
03.07.2009	5.554,48	5.614,16	5.627,38	5.539,29	22,20M	-0.94%
02.07.2009	5.607,20	5.682,61	5.705,52	5.601,77	53,70M	-1.93%
01.07.2009	5.717,43	5.618,12	5.728,35	5.618,12	38,73M	+1.96%
