Päivämäärä	Viim.	Avoin	Korkea	Matala	Vol.	Muut.%
14.12.2018	9.046,55	8.995,45	9.066,78	8.927,89	54,55M	+0.22%
13.12.2018	9.026,98	9.102,29	9.102,29	8.974,61	55,15M	-0.73%
12.12.2018	9.093,25	8.890,83	9.093,25	8.890,83	59,22M	+2.69%
11.12.2018	8.855,23	8.785,42	8.910,18	8.779,48	63,04M	+1.64%
10.12.2018	8.712,23	8.855,72	8.855,72	8.711,64	65,49M	-1.67%
07.12.2018	8.859,96	8.956,34	8.956,34	8.850,41	77,46M	-1.13%
05.12.2018	8.960,86	8.990,57	8.990,57	8.922,60	38,27M	-0.79%
04.12.2018	9.031,84	9.185,61	9.186,84	9.029,14	40,50M	-1.76%
03.12.2018	9.193,31	9.155,20	9.233,81	9.155,20	43,78M	+1.97%
30.11.2018	9.015,57	9.045,20	9.045,20	8.977,46	58,92M	-0.37%
29.11.2018	9.048,88	9.032,68	9.107,12	9.032,68	39,55M	+0.20%
28.11.2018	9.030,64	9.082,19	9.105,33	9.011,11	44,78M	-0.27%
27.11.2018	9.055,26	9.109,25	9.166,78	9.020,39	41,34M	-0.56%
26.11.2018	9.106,55	9.065,87	9.117,52	9.065,87	40,38M	+0.65%
23.11.2018	9.047,71	9.013,33	9.047,71	8.969,87	36,61M	+0.47%
22.11.2018	9.005,76	9.095,28	9.102,92	9.002,34	37,61M	-1.23%
21.11.2018	9.117,77	9.078,59	9.117,77	9.015,49	42,38M	+0.80%
20.11.2018	9.045,11	9.207,41	9.212,67	9.005,87	55,30M	-1.97%
19.11.2018	9.226,66	9.341,62	9.391,73	9.218,90	38,44M	-0.98%
16.11.2018	9.318,42	9.291,15	9.356,17	9.258,61	58,42M	+0.62%
15.11.2018	9.261,29	9.365,48	9.394,10	9.220,65	45,59M	-1.01%
14.11.2018	9.355,48	9.385,84	9.415,63	9.306,90	42,57M	-0.62%
13.11.2018	9.413,70	9.437,31	9.471,98	9.374,04	49,11M	+0.34%
12.11.2018	9.381,62	9.432,85	9.453,83	9.380,33	48,43M	-0.16%
09.11.2018	9.396,63	9.452,75	9.452,75	9.385,07	43,49M	-0.91%
08.11.2018	9.482,84	9.506,79	9.546,43	9.464,50	35,48M	+0.17%
07.11.2018	9.466,70	9.443,05	9.492,10	9.439,39	38,66M	+0.76%
06.11.2018	9.395,17	9.429,38	9.430,39	9.366,16	35,42M	-0.08%
05.11.2018	9.402,77	9.407,12	9.451,30	9.363,42	47,51M	-0.15%
02.11.2018	9.417,36	9.291,51	9.419,91	9.291,51	48,33M	+1.64%
01.11.2018	9.265,70	9.295,11	9.367,67	9.249,39	50,13M	-0.39%
31.10.2018	9.301,63	9.228,80	9.344,79	9.228,80	74,48M	+1.47%
30.10.2018	9.166,50	9.148,88	9.170,95	9.069,97	46,23M	+0.28%
29.10.2018	9.140,55	9.181,27	9.221,44	9.128,03	59,11M	-0.19%
26.10.2018	9.157,78	9.047,62	9.164,18	9.012,22	104,94M	+1.17%
25.10.2018	9.051,87	8.948,99	9.072,46	8.937,58	75,65M	+0.35%
24.10.2018	9.020,55	9.011,86	9.127,36	9.005,68	58,69M	-0.50%
23.10.2018	9.065,55	9.220,63	9.220,63	9.034,04	57,30M	-2.58%
22.10.2018	9.305,61	9.395,52	9.425,66	9.289,33	42,38M	-0.51%
19.10.2018	9.353,25	9.370,55	9.400,71	9.238,79	74,63M	-0.30%
18.10.2018	9.381,42	9.494,46	9.528,69	9.381,42	63,72M	-1.06%
17.10.2018	9.481,62	9.606,41	9.614,08	9.467,76	50,74M	-1.38%
16.10.2018	9.614,47	9.438,47	9.616,22	9.435,78	190,89M	+2.39%
15.10.2018	9.390,29	9.437,41	9.444,38	9.337,56	39,04M	-0.06%
12.10.2018	9.395,81	9.425,92	9.481,50	9.393,31	51,69M	+0.46%
11.10.2018	9.352,65	9.429,99	9.447,66	9.323,20	69,89M	-2.22%
10.10.2018	9.565,25	9.787,01	9.787,01	9.558,32	51,19M	-1.88%
09.10.2018	9.748,70	9.781,47	9.790,79	9.678,77	40,00M	-0.43%
08.10.2018	9.790,83	9.869,95	9.877,48	9.786,49	35,70M	-0.80%
05.10.2018	9.869,64	9.957,22	9.966,10	9.869,58	39,94M	-1.04%
04.10.2018	9.972,87	10.041,58	10.058,32	9.953,23	45,14M	-0.60%
03.10.2018	10.032,63	10.073,55	10.139,54	10.032,63	36,97M	-0.35%
02.10.2018	10.067,75	10.144,31	10.161,89	10.053,89	44,03M	-1.11%
01.10.2018	10.181,06	10.200,55	10.224,15	10.176,34	43,21M	-0.31%
28.09.2018	10.212,43	10.290,47	10.292,76	10.170,05	45,74M	-1.01%
27.09.2018	10.316,14	10.193,39	10.329,19	10.141,38	43,81M	+1.15%
26.09.2018	10.198,69	10.255,73	10.255,73	10.171,55	36,62M	-0.47%
25.09.2018	10.246,74	10.223,14	10.263,94	10.215,44	41,29M	+0.25%
24.09.2018	10.221,57	10.235,94	10.253,87	10.171,08	35,09M	-0.38%
21.09.2018	10.260,75	10.188,69	10.263,66	10.188,69	71,23M	+0.94%
20.09.2018	10.165,16	10.152,59	10.191,79	10.141,46	45,58M	+0.24%
19.09.2018	10.141,23	10.136,78	10.157,51	10.112,82	79,12M	+0.15%
18.09.2018	10.125,82	10.103,07	10.134,45	10.076,29	41,60M	+0.34%
17.09.2018	10.091,74	10.080,30	10.112,07	10.051,71	29,51M	-0.03%
14.09.2018	10.094,74	10.035,92	10.103,58	10.029,35	30,72M	+0.82%
13.09.2018	10.012,39	10.014,20	10.089,13	10.012,39	40,43M	-0.06%
12.09.2018	10.018,35	10.014,75	10.063,84	9.977,90	38,11M	+0.06%
11.09.2018	10.012,49	10.030,35	10.041,89	9.946,26	34,59M	+0.01%
10.09.2018	10.011,58	9.983,52	10.057,19	9.977,68	34,85M	+0.30%
07.09.2018	9.981,33	9.966,96	9.983,16	9.909,74	40,32M	+0.36%
06.09.2018	9.945,68	10.025,47	10.045,01	9.945,68	41,35M	-0.76%
05.09.2018	10.021,76	10.134,54	10.142,38	10.021,76	45,87M	-1.28%
04.09.2018	10.151,59	10.290,14	10.305,57	10.123,55	43,55M	-1.26%
03.09.2018	10.281,54	10.278,47	10.309,03	10.275,74	25,20M	-0.19%
31.08.2018	10.301,18	10.353,15	10.359,71	10.299,36	38,59M	-0.61%
30.08.2018	10.364,39	10.356,68	10.373,48	10.318,95	37,01M	-0.17%
29.08.2018	10.381,58	10.392,96	10.421,24	10.360,42	36,56M	-0.07%
28.08.2018	10.388,65	10.304,52	10.398,44	10.304,52	48,32M	+1.07%
27.08.2018	10.278,85	10.217,66	10.278,85	10.213,88	26,28M	+0.97%
24.08.2018	10.180,31	10.190,43	10.240,16	10.163,45	35,49M	-0.03%
23.08.2018	10.183,37	10.167,39	10.209,38	10.161,85	37,68M	+0.17%
22.08.2018	10.166,31	10.112,80	10.166,52	10.111,99	30,25M	+0.54%
21.08.2018	10.111,24	10.057,11	10.134,89	10.044,24	28,22M	+0.54%
20.08.2018	10.057,06	9.991,50	10.079,11	9.991,50	30,71M	+0.89%
17.08.2018	9.968,83	9.957,98	10.005,53	9.929,72	57,89M	+0.20%
16.08.2018	9.948,81	9.890,68	9.973,61	9.890,68	28,96M	+1.08%
15.08.2018	9.842,15	10.004,12	10.024,97	9.830,34	35,20M	-1.63%
14.08.2018	10.005,66	10.038,06	10.038,41	9.989,04	30,77M	-0.19%
13.08.2018	10.024,54	10.039,41	10.044,98	9.984,40	29,72M	-0.39%
10.08.2018	10.063,59	10.139,90	10.139,90	10.048,11	36,97M	-1.12%
09.08.2018	10.177,46	10.182,73	10.188,99	10.137,28	27,30M	-0.03%
08.08.2018	10.180,71	10.197,89	10.216,68	10.141,66	33,42M	-0.07%
07.08.2018	10.187,44	10.119,33	10.197,58	10.119,33	31,62M	+0.70%
06.08.2018	10.116,16	10.126,66	10.142,57	10.103,12	27,81M	+0.08%
03.08.2018	10.108,06	10.086,50	10.132,66	10.035,39	34,18M	+0.43%
02.08.2018	10.065,10	10.122,27	10.145,07	10.053,57	42,56M	-0.87%
01.08.2018	10.153,34	10.092,49	10.155,36	10.089,75	38,42M	+0.60%
31.07.2018	10.092,66	10.140,23	10.142,64	10.068,34	55,28M	-0.52%
30.07.2018	10.145,30	10.125,87	10.167,35	10.095,47	43,10M	-0.09%
27.07.2018	10.154,00	10.145,54	10.207,21	10.136,02	57,05M	+0.21%
26.07.2018	10.132,98	10.065,64	10.143,85	10.015,12	92,09M	+0.04%
25.07.2018	10.128,77	10.120,76	10.166,50	10.096,72	47,93M	-0.10%
24.07.2018	10.139,19	10.122,62	10.161,54	10.085,86	49,70M	+0.97%
23.07.2018	10.042,27	10.062,77	10.081,91	10.020,34	42,18M	-0.14%
20.07.2018	10.056,23	10.118,56	10.126,17	10.017,06	61,29M	-1.35%
19.07.2018	10.193,89	10.200,50	10.268,25	10.182,90	45,29M	-0.59%
18.07.2018	10.254,17	10.211,00	10.289,95	10.205,21	52,99M	+0.58%
17.07.2018	10.194,55	10.072,72	10.194,55	10.057,21	40,66M	+1.39%
16.07.2018	10.054,92	10.037,33	10.078,81	10.027,62	26,04M	+0.20%
13.07.2018	10.034,54	10.116,34	10.126,88	10.025,35	32,22M	-0.67%
12.07.2018	10.101,82	10.083,06	10.102,82	10.008,69	32,45M	+0.27%
11.07.2018	10.074,61	10.135,48	10.135,48	10.044,98	32,72M	-1.21%
10.07.2018	10.197,77	10.113,08	10.204,42	10.104,87	35,91M	+1.08%
09.07.2018	10.088,92	10.011,14	10.094,86	10.011,14	28,94M	+1.02%
06.07.2018	9.987,17	9.942,61	9.999,15	9.935,88	34,02M	+0.55%
05.07.2018	9.932,80	9.891,74	9.962,40	9.881,73	33,89M	+0.52%
04.07.2018	9.881,35	9.921,53	9.927,76	9.870,54	23,65M	-0.45%
03.07.2018	9.926,32	9.918,71	9.959,11	9.912,57	39,16M	+0.42%
02.07.2018	9.884,98	9.936,18	9.941,02	9.859,78	37,71M	-1.11%
29.06.2018	9.996,04	9.966,31	10.023,37	9.937,33	47,30M	+0.90%
28.06.2018	9.907,26	9.905,03	9.976,96	9.860,92	41,21M	-0.37%
27.06.2018	9.944,38	9.907,75	9.995,46	9.820,37	40,26M	+0.31%
26.06.2018	9.913,73	9.922,53	9.962,37	9.887,61	40,42M	+0.21%
25.06.2018	9.893,19	9.986,23	10.013,02	9.893,19	42,40M	-0.89%
21.06.2018	9.982,45	10.099,05	10.108,96	9.976,57	54,26M	-0.99%
20.06.2018	10.081,99	10.070,22	10.121,04	10.060,61	38,48M	+0.34%
19.06.2018	10.048,19	10.075,35	10.080,43	10.031,59	46,08M	-0.92%
18.06.2018	10.141,81	10.218,37	10.218,37	10.104,28	35,45M	-0.88%
15.06.2018	10.231,50	10.292,23	10.327,41	10.225,94	77,01M	-0.61%
14.06.2018	10.294,61	10.182,64	10.304,37	10.172,03	48,63M	+0.61%
13.06.2018	10.232,29	10.212,98	10.234,86	10.168,22	49,60M	+0.06%
12.06.2018	10.226,12	10.277,00	10.288,22	10.220,71	51,42M	-0.47%
11.06.2018	10.274,14	10.288,63	10.294,61	10.249,78	35,90M	+0.11%
08.06.2018	10.263,32	10.244,18	10.305,71	10.209,00	37,13M	-0.18%
07.06.2018	10.281,87	10.312,55	10.362,73	10.267,93	35,49M	+0.01%
06.06.2018	10.280,99	10.300,87	10.317,60	10.241,32	37,60M	+0.17%
05.06.2018	10.263,58	10.289,06	10.334,57	10.263,58	34,93M	-0.34%
04.06.2018	10.298,47	10.265,00	10.299,20	10.251,21	37,68M	+0.72%
01.06.2018	10.225,07	10.155,67	10.253,46	10.155,67	44,82M	+1.08%
31.05.2018	10.115,41	10.134,72	10.185,18	10.084,77	91,28M	-0.22%
30.05.2018	10.137,43	10.077,67	10.141,11	10.073,44	42,58M	+0.51%
29.05.2018	10.085,67	10.154,84	10.154,84	10.029,69	56,57M	-1.32%
28.05.2018	10.220,62	10.264,64	10.318,41	10.220,62	30,13M	+0.16%
25.05.2018	10.204,01	10.265,35	10.284,18	10.162,37	42,03M	-0.24%
24.05.2018	10.228,25	10.287,40	10.322,82	10.199,11	38,45M	-0.44%
23.05.2018	10.273,68	10.392,64	10.392,64	10.252,42	41,23M	-1.54%
22.05.2018	10.433,91	10.370,56	10.437,46	10.302,19	46,14M	+0.64%
21.05.2018	10.367,40	10.317,17	10.384,22	10.317,17	42,24M	+0.71%
18.05.2018	10.294,59	10.264,94	10.316,68	10.254,11	45,11M	+0.17%
17.05.2018	10.276,94	10.228,72	10.276,94	10.228,09	45,38M	+0.43%
16.05.2018	10.233,31	10.209,29	10.256,29	10.181,05	40,79M	+0.20%
15.05.2018	10.212,53	10.185,79	10.236,04	10.157,21	40,98M	+0.08%
14.05.2018	10.204,33	10.190,71	10.204,33	10.122,02	46,15M	-0.23%
11.05.2018	10.227,73	10.174,67	10.227,73	10.173,12	47,47M	+0.90%
09.05.2018	10.136,86	10.136,76	10.153,16	10.093,84	51,41M	-0.05%
08.05.2018	10.141,52	10.055,49	10.141,52	10.046,12	49,11M	+0.86%
07.05.2018	10.055,23	9.967,25	10.060,24	9.967,25	45,36M	+0.87%
04.05.2018	9.968,46	9.875,95	9.968,46	9.875,95	64,54M	+1.17%
03.05.2018	9.852,92	9.968,76	9.992,30	9.852,92	53,57M	-1.11%
02.05.2018	9.963,25	10.016,59	10.064,65	9.956,09	75,31M	-0.42%
30.04.2018	10.005,69	9.978,12	10.024,33	9.972,90	61,93M	+0.27%
27.04.2018	9.979,24	9.886,83	9.989,80	9.873,79	64,61M	+0.84%
26.04.2018	9.896,01	9.642,23	9.908,52	9.642,23	112,21M	+1.75%
25.04.2018	9.725,55	9.696,69	9.739,47	9.653,93	77,73M	-0.12%
24.04.2018	9.737,00	9.780,98	9.795,03	9.698,02	51,07M	-0.57%
23.04.2018	9.793,31	9.781,44	9.793,31	9.720,71	47,29M	+0.27%
20.04.2018	9.766,60	9.800,91	9.821,33	9.747,42	64,79M	-0.41%
19.04.2018	9.807,02	9.760,66	9.814,43	9.760,66	40,65M	+0.67%
18.04.2018	9.741,92	9.705,44	9.749,47	9.705,44	25,01M	+0.38%
17.04.2018	9.705,44	9.616,13	9.715,67	9.594,90	60,28M	+1.19%
16.04.2018	9.591,27	9.628,20	9.628,20	9.572,76	31,81M	-0.25%
13.04.2018	9.615,26	9.629,39	9.672,38	9.589,09	43,03M	+0.43%
12.04.2018	9.573,98	9.511,45	9.583,52	9.495,32	46,99M	+0.98%
11.04.2018	9.481,33	9.546,57	9.563,21	9.466,15	50,41M	-0.70%
10.04.2018	9.548,51	9.547,83	9.552,45	9.480,14	43,47M	+0.48%
09.04.2018	9.502,71	9.541,34	9.595,57	9.484,23	38,87M	-0.15%
06.04.2018	9.517,07	9.525,17	9.578,23	9.497,31	44,38M	-0.72%
05.04.2018	9.586,17	9.517,67	9.586,92	9.501,08	49,56M	+1.86%
04.04.2018	9.411,11	9.528,74	9.552,51	9.369,32	53,15M	-0.91%
03.04.2018	9.497,22	9.532,29	9.532,29	9.472,07	49,95M	-0.97%
29.03.2018	9.590,15	9.538,10	9.608,36	9.512,30	53,45M	+0.22%
28.03.2018	9.568,76	9.518,73	9.568,76	9.430,31	54,33M	-0.22%
27.03.2018	9.589,87	9.623,74	9.643,58	9.558,40	48,72M	+1.13%
26.03.2018	9.482,41	9.580,25	9.630,51	9.470,16	54,58M	-0.91%
23.03.2018	9.569,46	9.532,13	9.594,99	9.420,23	56,25M	-0.56%
22.03.2018	9.623,21	9.729,26	9.739,05	9.588,28	61,20M	-1.51%
21.03.2018	9.770,49	9.754,18	9.790,86	9.714,28	42,16M	+0.10%
20.03.2018	9.760,30	9.736,21	9.779,25	9.720,42	42,65M	+0.42%
19.03.2018	9.719,31	9.786,67	9.814,90	9.704,52	47,32M	-0.73%
16.03.2018	9.791,25	9.853,15	9.861,23	9.790,98	111,48M	-0.52%
15.03.2018	9.842,68	9.809,27	9.845,37	9.793,55	44,49M	+0.54%
14.03.2018	9.790,14	9.821,02	9.854,48	9.781,53	43,36M	-0.12%
13.03.2018	9.801,45	9.899,88	9.899,88	9.780,55	58,29M	-1.02%
12.03.2018	9.902,10	9.957,21	9.971,29	9.881,88	36,08M	-0.14%
09.03.2018	9.916,18	9.891,61	9.921,73	9.833,04	44,40M	+0.10%
08.03.2018	9.906,52	9.782,02	9.910,86	9.782,02	54,31M	+1.34%
07.03.2018	9.775,79	9.694,38	9.784,23	9.664,52	48,38M	+0.55%
06.03.2018	9.722,25	9.743,37	9.772,12	9.702,04	48,18M	+0.43%
05.03.2018	9.680,54	9.586,53	9.692,08	9.586,53	45,90M	+0.85%
02.03.2018	9.598,70	9.734,47	9.746,69	9.592,70	33,25M	-1.97%
01.03.2018	9.791,60	9.881,48	9.901,69	9.778,40	59,76M	-1.29%
28.02.2018	9.919,26	9.939,65	9.956,85	9.899,67	46,30M	-0.53%
27.02.2018	9.971,68	10.003,18	10.015,73	9.947,31	40,34M	-0.47%
26.02.2018	10.018,91	10.004,01	10.064,96	10.004,01	50,93M	+0.64%
23.02.2018	9.955,56	9.953,40	9.968,26	9.913,88	39,30M	+0.19%
22.02.2018	9.936,36	9.947,17	9.947,17	9.873,32	65,01M	-0.65%
21.02.2018	10.001,77	9.947,62	10.005,96	9.898,83	36,72M	+0.33%
20.02.2018	9.968,79	9.902,40	9.968,79	9.902,40	37,73M	+0.74%
19.02.2018	9.895,90	9.949,68	9.960,82	9.880,30	35,55M	-0.36%
16.02.2018	9.931,46	9.818,24	9.935,55	9.814,29	53,40M	+1.67%
15.02.2018	9.768,31	9.722,78	9.821,83	9.716,25	53,65M	+0.95%
14.02.2018	9.676,44	9.613,19	9.679,14	9.536,00	37,95M	+1.15%
13.02.2018	9.566,59	9.612,27	9.632,00	9.556,13	39,86M	-0.35%
12.02.2018	9.600,37	9.581,67	9.644,61	9.563,77	53,72M	+1.41%
09.02.2018	9.467,12	9.508,60	9.589,97	9.434,82	89,35M	-0.92%
08.02.2018	9.554,57	9.774,88	9.797,64	9.554,57	75,21M	-2.14%
07.02.2018	9.763,03	9.717,12	9.784,43	9.644,79	75,06M	+1.98%
06.02.2018	9.573,87	9.463,01	9.659,71	9.420,17	109,29M	-2.20%
05.02.2018	9.789,00	9.841,67	9.841,67	9.755,91	90,28M	-0.88%
02.02.2018	9.875,58	9.990,79	10.004,32	9.870,53	79,99M	-0.66%
01.02.2018	9.940,78	9.773,14	9.976,95	9.773,14	122,90M	+2.31%
31.01.2018	9.716,64	9.782,01	9.804,35	9.708,45	86,42M	-0.22%
30.01.2018	9.738,43	9.782,03	9.823,51	9.732,69	52,58M	-0.66%
29.01.2018	9.802,97	9.784,44	9.833,90	9.784,44	51,93M	+0.37%
26.01.2018	9.766,45	9.742,18	9.789,10	9.692,46	48,46M	+0.40%
25.01.2018	9.727,58	9.818,74	9.821,65	9.715,61	54,52M	-1.17%
24.01.2018	9.843,13	9.935,67	9.935,67	9.835,04	47,53M	-0.84%
23.01.2018	9.926,09	9.947,50	9.947,50	9.874,26	42,08M	+0.11%
22.01.2018	9.915,04	9.883,21	9.943,43	9.883,21	43,63M	+0.44%
19.01.2018	9.871,35	9.800,50	9.894,13	9.800,50	47,03M	+0.76%
18.01.2018	9.796,52	9.783,88	9.807,32	9.764,55	56,26M	+0.34%
17.01.2018	9.763,28	9.745,10	9.812,28	9.722,19	46,57M	+0.18%
16.01.2018	9.745,66	9.761,88	9.806,54	9.745,66	42,71M	-0.03%
15.01.2018	9.748,55	9.774,44	9.788,94	9.743,79	35,60M	-0.26%
12.01.2018	9.774,44	9.749,85	9.782,17	9.725,76	51,40M	+0.20%
11.01.2018	9.754,66	9.792,34	9.799,13	9.741,12	43,64M	-0.27%
10.01.2018	9.781,18	9.814,28	9.814,28	9.756,96	46,99M	-0.42%
09.01.2018	9.822,33	9.768,15	9.829,96	9.756,44	43,57M	+0.61%
08.01.2018	9.763,08	9.738,16	9.781,62	9.737,39	38,02M	+0.41%
05.01.2018	9.723,37	9.667,91	9.723,37	9.667,83	45,21M	+0.54%
04.01.2018	9.671,49	9.625,96	9.687,49	9.625,96	49,19M	+0.75%
03.01.2018	9.599,36	9.532,57	9.612,57	9.532,57	50,09M	+0.89%
02.01.2018	9.514,29	9.489,70	9.519,53	9.458,44	48,64M	+0.45%
29.12.2017	9.471,56	9.483,50	9.507,85	9.451,36	46,39M	-0.17%
28.12.2017	9.487,46	9.503,45	9.512,63	9.474,53	38,80M	-0.34%
27.12.2017	9.520,29	9.500,59	9.524,89	9.467,51	40,67M	+0.09%
22.12.2017	9.511,46	9.503,76	9.526,53	9.487,64	45,30M	+0.03%
21.12.2017	9.508,67	9.467,72	9.517,41	9.437,25	57,84M	+0.55%
20.12.2017	9.456,77	9.511,22	9.515,68	9.451,36	47,68M	-0.68%
19.12.2017	9.521,33	9.515,37	9.557,41	9.503,84	89,49M	-0.03%
18.12.2017	9.524,65	9.439,06	9.527,30	9.439,06	48,62M	+1.05%
15.12.2017	9.425,43	9.410,02	9.425,43	9.377,07	76,99M	+0.06%
14.12.2017	9.420,21	9.459,47	9.479,69	9.417,82	53,10M	-0.58%
13.12.2017	9.475,22	9.424,62	9.479,75	9.379,50	56,53M	+0.54%
12.12.2017	9.424,62	9.408,56	9.424,62	9.341,74	54,48M	+0.13%
11.12.2017	9.412,32	9.408,34	9.421,70	9.369,03	49,16M	+0.13%
08.12.2017	9.400,39	9.379,54	9.423,07	9.379,54	49,57M	+0.52%
07.12.2017	9.351,78	9.395,36	9.422,56	9.351,55	61,93M	-0.58%
05.12.2017	9.406,04	9.406,74	9.458,38	9.381,54	45,71M	-0.07%
04.12.2017	9.412,64	9.445,34	9.453,08	9.387,22	59,47M	+0.35%
01.12.2017	9.379,86	9.468,27	9.468,27	9.374,52	49,30M	-0.89%
30.11.2017	9.464,34	9.491,46	9.499,55	9.449,87	78,30M	-0.47%
29.11.2017	9.509,16	9.504,78	9.547,24	9.504,78	35,71M	+0.51%
28.11.2017	9.461,14	9.430,91	9.464,25	9.423,60	44,94M	+0.32%
27.11.2017	9.431,09	9.499,69	9.514,26	9.431,09	37,95M	-0.94%
24.11.2017	9.520,64	9.515,84	9.554,47	9.500,44	59,62M	+0.04%
23.11.2017	9.517,12	9.506,52	9.522,78	9.476,90	33,97M	-0.39%
22.11.2017	9.554,28	9.592,86	9.622,48	9.554,28	39,77M	-0.30%
21.11.2017	9.583,22	9.572,55	9.614,27	9.516,35	50,58M	+0.11%
20.11.2017	9.572,95	9.512,08	9.588,40	9.486,80	45,24M	+0.65%
17.11.2017	9.511,33	9.554,82	9.572,90	9.498,77	48,82M	-0.35%
16.11.2017	9.544,39	9.490,25	9.563,65	9.490,25	48,69M	+0.94%
15.11.2017	9.455,17	9.492,47	9.492,47	9.386,61	50,81M	-0.39%
14.11.2017	9.492,58	9.536,50	9.574,64	9.477,60	47,69M	-0.44%
13.11.2017	9.534,28	9.594,80	9.599,60	9.485,00	42,08M	-0.48%
10.11.2017	9.580,09	9.609,18	9.638,22	9.580,09	41,89M	-0.31%
09.11.2017	9.610,18	9.752,57	9.752,57	9.599,97	49,01M	-1.45%
08.11.2017	9.751,75	9.797,69	9.816,97	9.706,46	52,21M	-0.09%
07.11.2017	9.760,90	9.817,43	9.826,93	9.754,22	60,79M	-0.55%
06.11.2017	9.815,15	9.775,61	9.831,53	9.773,59	52,25M	+0.41%
03.11.2017	9.775,13	9.767,07	9.794,84	9.735,66	40,40M	+0.22%
02.11.2017	9.753,92	9.766,85	9.788,95	9.732,05	57,32M	-0.01%
01.11.2017	9.755,04	9.724,54	9.789,62	9.721,79	57,12M	+0.78%
31.10.2017	9.679,91	9.731,31	9.742,49	9.679,91	64,30M	-0.50%
30.10.2017	9.728,07	9.800,05	9.818,05	9.711,77	59,95M	-0.71%
27.10.2017	9.797,79	9.706,09	9.811,81	9.670,50	100,80M	+1.11%
26.10.2017	9.689,81	9.888,52	9.888,52	9.664,47	167,26M	-2.09%
25.10.2017	9.896,63	9.943,32	9.943,32	9.887,93	47,53M	-0.58%
24.10.2017	9.954,21	9.966,39	9.996,32	9.924,46	41,38M	-0.13%
23.10.2017	9.966,96	9.918,14	9.967,43	9.879,34	44,06M	+0.66%
20.10.2017	9.902,00	9.824,73	9.905,93	9.824,73	57,38M	+0.97%
19.10.2017	9.806,71	9.822,93	9.841,64	9.745,06	39,53M	-0.16%
18.10.2017	9.822,46	9.823,52	9.851,89	9.801,97	34,81M	+0.08%
17.10.2017	9.814,38	9.812,28	9.825,77	9.797,12	31,69M	+0.08%
16.10.2017	9.806,22	9.815,40	9.829,14	9.799,88	30,23M	-0.01%
13.10.2017	9.806,79	9.807,11	9.817,92	9.775,12	40,09M	+0.20%
12.10.2017	9.787,09	9.781,92	9.807,47	9.764,44	42,31M	+0.03%
11.10.2017	9.783,75	9.799,18	9.812,19	9.770,11	38,80M	-0.09%
10.10.2017	9.792,14	9.808,49	9.808,49	9.772,89	37,34M	-0.21%
09.10.2017	9.812,77	9.775,26	9.815,15	9.751,50	34,60M	+0.51%
06.10.2017	9.762,91	9.806,25	9.806,88	9.754,90	34,96M	-0.24%
05.10.2017	9.786,44	9.761,35	9.792,25	9.744,01	36,86M	+0.38%
04.10.2017	9.749,56	9.772,41	9.772,41	9.735,21	57,81M	-0.09%
03.10.2017	9.757,93	9.716,58	9.757,93	9.716,58	34,61M	+0.66%
02.10.2017	9.693,62	9.677,50	9.708,26	9.670,63	35,52M	+0.43%
29.09.2017	9.652,33	9.644,54	9.652,33	9.579,92	52,48M	+0.03%
28.09.2017	9.649,04	9.581,23	9.649,04	9.581,23	40,84M	+0.85%
27.09.2017	9.568,04	9.582,24	9.592,29	9.556,33	44,47M	+0.07%
26.09.2017	9.561,52	9.545,01	9.584,21	9.540,31	36,20M	+0.06%
25.09.2017	9.555,81	9.553,24	9.570,20	9.539,50	38,13M	-0.13%
22.09.2017	9.568,15	9.569,25	9.569,66	9.531,20	45,24M	-0.29%
21.09.2017	9.595,69	9.614,08	9.627,79	9.578,58	41,29M	-0.13%
20.09.2017	9.608,20	9.600,99	9.649,54	9.600,99	43,58M	+0.06%
19.09.2017	9.602,86	9.610,00	9.632,84	9.596,34	36,82M	-0.07%
18.09.2017	9.609,63	9.556,99	9.625,28	9.556,99	40,53M	+0.63%
15.09.2017	9.549,71	9.536,74	9.584,68	9.529,97	79,29M	-0.02%
14.09.2017	9.551,38	9.574,90	9.578,35	9.534,92	42,91M	-0.42%
13.09.2017	9.591,19	9.605,22	9.605,22	9.568,55	52,92M	-0.25%
12.09.2017	9.615,01	9.553,54	9.638,45	9.553,54	45,90M	+0.65%
11.09.2017	9.553,01	9.498,63	9.565,79	9.498,63	45,50M	+1.03%
08.09.2017	9.456,08	9.454,23	9.466,06	9.416,51	64,07M	-0.25%
07.09.2017	9.480,17	9.472,57	9.497,87	9.440,55	46,42M	+0.25%
06.09.2017	9.457,00	9.420,13	9.466,46	9.403,90	39,59M	+0.24%
05.09.2017	9.434,45	9.476,75	9.535,79	9.434,45	35,17M	-0.45%
04.09.2017	9.476,89	9.531,47	9.531,47	9.445,11	30,75M	-0.58%
01.09.2017	9.531,78	9.510,81	9.562,89	9.510,81	40,31M	+0.51%
31.08.2017	9.483,86	9.436,74	9.501,35	9.436,74	46,75M	+0.74%
30.08.2017	9.414,01	9.391,41	9.424,33	9.375,98	38,96M	+0.86%
29.08.2017	9.333,51	9.373,33	9.373,33	9.285,98	47,53M	-0.80%
28.08.2017	9.409,18	9.466,35	9.466,35	9.406,17	28,96M	-0.83%
25.08.2017	9.488,16	9.481,91	9.527,00	9.460,24	33,01M	+0.24%
24.08.2017	9.465,83	9.509,35	9.509,61	9.465,83	36,50M	-0.21%
