"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Suhteellisen kosteuden keskiarvo [%]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]"
"Helsinki Kumpula","2023","12","5","04:00","-8.4","87","1.9","0","1017.6","-8.3","-8.4","2.5","332","3.6"
"Helsinki Kumpula","2023","12","5","05:00","-9.3","89","1.8","0","1017.9","-8.5","-9.9","2.3","339","3.1"
"Helsinki Kumpula","2023","12","5","06:00","-10.7","90","1.5","0","1018.4","-9.7","-11.7","1.8","330","2.6"
"Helsinki Kumpula","2023","12","5","07:00","-12.3","89","1.7","0","1019","-11.7","-12.7","2","350","3"
"Helsinki Kumpula","2023","12","5","08:00","-13","89","2","0","1019.7","-12.7","-13.2","2.5","336","3.4"
"Helsinki Kumpula","2023","12","5","09:00","-12.7","88","1.7","0","1020.1","-12.3","-12.9","2.5","359","3.4"
"Helsinki Kumpula","2023","12","5","10:00","-12.3","89","2.3","0","1020.5","-11.4","-12.9","2.8","328","3.6"
"Helsinki Kumpula","2023","12","5","11:00","-10.4","88","1.5","0","1020.6","-9.6","-11.5","2.2","337","3.3"
"Helsinki Kumpula","2023","12","5","12:00","-9.5","85","0.8","0","1020.7","-9.2","-9.7","1.6","15","2.4"
"Helsinki Kumpula","2023","12","5","13:00","-9.9","84","0.9","0","1021","-9.6","-10.5","1.4","68","1.9"
"Helsinki Kumpula","2023","12","5","14:00","-10.7","88","1.1","0","1021.3","-10.5","-10.8","1.9","94","2.4"
"Helsinki Kumpula","2023","12","5","15:00","-10.6","88","1.3","0","1021.6","-9.8","-10.9","1.7","63","2.2"
"Helsinki Kumpula","2023","12","5","16:00","-10.5","89","1.6","0","1021.8","-10","-10.7","1.9","58","2.4"
"Helsinki Kumpula","2023","12","5","17:00","-10","89","1.6","0","1022.2","-9.2","-10.7","2.1","60","2.7"
"Helsinki Kumpula","2023","12","5","18:00","-9.5","89","2.1","0","1022.5","-8.8","-9.9","2.6","70","3.2"
"Helsinki Kumpula","2023","12","5","19:00","-8.8","90","2","0","1022.5","-8.3","-9.3","2.5","69","3"
"Helsinki Kumpula","2023","12","5","20:00","-8.6","91","1.8","0","1022.6","-8.1","-9","2.1","58","2.8"
"Helsinki Kumpula","2023","12","5","21:00","-8.4","92","1.5","0","1022.8","-8.1","-8.6","1.7","58","2.3"
"Helsinki Kumpula","2023","12","5","22:00","-8","91","1.1","0","1023.3","-7.8","-8.2","1.5","56","1.9"
"Helsinki Kumpula","2023","12","5","23:00","-7.9","91","1","0","1023.7","-7.8","-8.1","1.2","62","1.7"
"Helsinki Kumpula","2023","12","6","00:00","-8.3","92","1.2","0","1023.9","-8","-8.6","1.6","61","2.2"
"Helsinki Kumpula","2023","12","6","01:00","-8.6","92","1.2","0","1024","-8.5","-8.8","2","133","2.8"
"Helsinki Kumpula","2023","12","6","02:00","-8.8","92","2.6","0","1024.1","-8.6","-9.2","2.9","172","3.6"
"Helsinki Kumpula","2023","12","6","03:00","-9.1","91","2.4","0","1024.2","-8","-9.7","2.6","164","3.5"
"Helsinki Kumpula","2023","12","6","04:00","-9.9","92","2.4","0","1024.4","-9.6","-10.2","2.6","143","3.4"
"Helsinki Kumpula","2023","12","6","05:00","-9.4","92","3","0","1024.6","-7.8","-10.2","3.3","149","4.6"
"Helsinki Kumpula","2023","12","6","06:00","-7.5","90","3.8","0","1025","-6.6","-9.4","4.3","153","5.8"
"Helsinki Kumpula","2023","12","6","07:00","-6.3","88","4.1","0","1025.5","-5.8","-6.8","4.6","155","6"
"Helsinki Kumpula","2023","12","6","08:00","-6","86","3.6","0","1025.8","-5.6","-6.2","4.1","152","5.7"
"Helsinki Kumpula","2023","12","6","09:00","-4.6","85","4.4","0","1026.1","-3.9","-6.1","4.8","157","7.9"
"Helsinki Kumpula","2023","12","6","10:00","-3.9","82","4.3","0","1026.5","-3.8","-4.1","5.1","152","7.6"
"Helsinki Kumpula","2023","12","6","11:00","-3.9","78","4.1","0","1026.7","-3.7","-4","4.9","142","7.1"
"Helsinki Kumpula","2023","12","6","12:00","-4.3","77","4.9","0","1026.9","-3.9","-4.5","5.7","133","7.5"
"Helsinki Kumpula","2023","12","6","13:00","-4.3","79","3.8","0","1027","-4.2","-4.5","4.5","128","6.5"
"Helsinki Kumpula","2023","12","6","14:00","-4.5","77","3.8","0","1027.3","-4.2","-4.8","4.1","127","5.6"
"Helsinki Kumpula","2023","12","6","15:00","-4","76","3.7","0","1027.5","-3.8","-4.3","5.1","124","6.9"
"Helsinki Kumpula","2023","12","6","16:00","-3.9","76","3.5","0","1027.7","-3.8","-4.1","4.5","124","6.3"
"Helsinki Kumpula","2023","12","6","17:00","-3.7","75","4","0","1028.1","-3.5","-3.8","4.6","124","7.3"
"Helsinki Kumpula","2023","12","6","18:00","-3.4","78","3.9","0","1028.4","-3.3","-3.5","5","125","6.9"
"Helsinki Kumpula","2023","12","6","19:00","-3.2","80","4.1","0","1028.9","-3.1","-3.3","5.2","124","7.1"
"Helsinki Kumpula","2023","12","6","20:00","-3","82","4.5","0","1029.2","-2.9","-3.1","5.8","129","8.6"
"Helsinki Kumpula","2023","12","6","21:00","-2.9","84","4.6","0","1029.5","-2.8","-2.9","6","128","8"
"Helsinki Kumpula","2023","12","6","22:00","-2.7","85","4.2","0","1029.7","-2.7","-2.8","4.8","120","7.1"
"Helsinki Kumpula","2023","12","6","23:00","-2.7","85","4","0","1029.9","-2.6","-2.8","4.6","111","6.9"
"Helsinki Kumpula","2023","12","7","00:00","-2.5","85","2.8","0","1030.2","-2.3","-2.7","3.4","127","4.5"
"Helsinki Kumpula","2023","12","7","01:00","-2.4","85","2.3","0","1030.3","-2.3","-2.5","3","114","3.7"
"Helsinki Kumpula","2023","12","7","02:00","-2.1","85","3.1","0","1030.5","-2","-2.4","4.2","159","6.1"
"Helsinki Kumpula","2023","12","7","03:00","-2.2","78","3.3","0","1030.8","-2.1","-2.3","4.2","174","5.9"
"Helsinki Kumpula","2023","12","7","04:00","-2.2","77","3","0","1031.2","-2.1","-2.3","3.6","165","5.1"
"Helsinki Kumpula","2023","12","7","05:00","-2.2","78","3.2","0","1031.5","-2.1","-2.2","3.5","165","5.2"
"Helsinki Kumpula","2023","12","7","06:00","-2.1","78","2.5","0","1031.6","-2","-2.2","3.1","132","4.3"
"Helsinki Kumpula","2023","12","7","07:00","-2.1","73","4","0","1032","-1.9","-2.2","5.4","121","8.6"
"Helsinki Kumpula","2023","12","7","08:00","-2.2","71","4.4","0","1032.4","-2.1","-2.5","5.5","126","8.3"
"Helsinki Kumpula","2023","12","7","09:00","-2.7","69","5.5","0","1032.7","-2.5","-2.8","5.9","130","9.2"
"Helsinki Kumpula","2023","12","7","10:00","-3","70","6.6","0","1032.8","-2.8","-3","7.6","133","10.2"
"Helsinki Kumpula","2023","12","7","11:00","-3","71","6.3","0","1032.7","-2.9","-3.1","7.5","129","10"
"Helsinki Kumpula","2023","12","7","12:00","-2.9","72","5.6","0","1032.6","-2.8","-3","7.6","124","9.9"
"Helsinki Kumpula","2023","12","7","13:00","-3","74","5.8","0","1032.4","-2.9","-3.2","6.6","126","9.4"
"Helsinki Kumpula","2023","12","7","14:00","-3.1","76","5","0","1032.3","-2.9","-3.2","6.7","118","9.3"
"Helsinki Kumpula","2023","12","7","15:00","-2.8","79","6.1","0","1032","-2.7","-2.9","6.8","105","10.9"
"Helsinki Kumpula","2023","12","7","16:00","-2.4","84","6.2","0","1031.8","-2.3","-2.7","7.2","112","10.8"
"Helsinki Kumpula","2023","12","7","17:00","-3.3","87","6.6","0","1032.2","-2.5","-3.8","8.2","136","11.8"
"Helsinki Kumpula","2023","12","7","18:00","-3.8","86","4.3","0","1032.4","-3.7","-3.8","5.9","136","7.5"
"Helsinki Kumpula","2023","12","7","19:00","-3.6","84","3.7","0","1032.5","-3.5","-3.7","4.2","152","6.2"
"Helsinki Kumpula","2023","12","7","20:00","-3.3","84","3.6","0","1032.7","-3.1","-3.5","4.3","144","7.1"
"Helsinki Kumpula","2023","12","7","21:00","-2.9","77","4.3","0","1032.6","-2.7","-3.2","5.2","151","7.7"
"Helsinki Kumpula","2023","12","7","22:00","-2.9","72","5","0","1032.6","-2.6","-3.2","6","162","9.5"
"Helsinki Kumpula","2023","12","7","23:00","-3.2","76","5","0","1032.6","-3","-3.6","6.8","138","9.1"
"Helsinki Kumpula","2023","12","8","00:00","-3.6","75","5.6","0","1032.6","-3.5","-3.8","6.7","135","9.6"
"Helsinki Kumpula","2023","12","8","01:00","-3.7","72","6","0","1032.4","-3.6","-3.9","6.5","134","9.8"
"Helsinki Kumpula","2023","12","8","02:00","-3.9","75","5.6","0","1032","-3.8","-4","6.1","126","9"
"Helsinki Kumpula","2023","12","8","03:00","-3.8","76","5.8","0","1031.7","-3.8","-3.9","7.1","131","10"
"Helsinki Kumpula","2023","12","8","04:00","-3.9","76","6.3","0","1031.4","-3.8","-4","7.2","130","10.8"
"Helsinki Kumpula","2023","12","8","05:00","-3.8","72","6.4","0","1031.2","-3.6","-3.9","8","122","11.6"
"Helsinki Kumpula","2023","12","8","06:00","-3.9","72","6.3","0","1030.9","-3.8","-3.9","8.1","119","10.9"
"Helsinki Kumpula","2023","12","8","07:00","-3.7","72","6.9","0","1030.7","-3.6","-3.9","7.4","120","11.8"
"Helsinki Kumpula","2023","12","8","08:00","-3.7","71","8.1","0","1030.6","-3.6","-3.8","8.9","123","13.3"
"Helsinki Kumpula","2023","12","8","09:00","-3.8","71","8.6","0","1030.4","-3.8","-3.9","9.7","124","16"
"Helsinki Kumpula","2023","12","8","10:00","-3.9","72","8.4","0","1030.2","-3.8","-3.9","9.9","123","14.6"
"Helsinki Kumpula","2023","12","8","11:00","-4.1","75","8.9","0","1029.7","-4","-4.2","10.3","112","15.3"
"Helsinki Kumpula","2023","12","8","12:00","-4.4","77","9","0","1029.4","-4.2","-4.5","10.1","117","15.1"
"Helsinki Kumpula","2023","12","8","13:00","-4.5","82","7.9","0","1029","-4.4","-4.6","8.7","125","12.3"
"Helsinki Kumpula","2023","12","8","14:00","-4.5","84","6.6","0","1028.7","-4.3","-4.6","7.9","123","12.2"
"Helsinki Kumpula","2023","12","8","15:00","-4.9","85","6.2","0","1028.6","-4.6","-5.1","7","129","11"
"Helsinki Kumpula","2023","12","8","16:00","-5.2","85","6.2","0","1028.7","-5","-5.4","7.7","129","10.7"
"Helsinki Kumpula","2023","12","8","17:00","-5.4","86","6.5","0","1028.4","-5.4","-5.5","8","129","9.6"
"Helsinki Kumpula","2023","12","8","18:00","-5.5","86","5.5","0","1028.4","-5.4","-5.5","6.3","120","9.9"
"Helsinki Kumpula","2023","12","8","19:00","-6.2","87","4.2","0","1028.3","-5.5","-6.7","5.5","85","8.3"
"Helsinki Kumpula","2023","12","8","20:00","-7.1","88","4.2","0","1028.2","-6.7","-7.2","5.1","64","6.9"
"Helsinki Kumpula","2023","12","8","21:00","-7.6","87","3.5","0","1028.3","-7.3","-7.9","4.1","61","6.1"
"Helsinki Kumpula","2023","12","8","22:00","-8.2","87","3.5","0","1028.2","-8","-8.3","4.4","63","6.5"
"Helsinki Kumpula","2023","12","8","23:00","-8.5","87","3","0","1028.2","-8.4","-8.6","3.5","62","5.4"
"Helsinki Kumpula","2023","12","9","00:00","-8.5","87","3","0","1028.1","-8.3","-8.6","3.4","58","5.9"
"Helsinki Kumpula","2023","12","9","01:00","-8.3","87","2.9","0","1027.8","-8.2","-8.4","3.3","57","4.9"
"Helsinki Kumpula","2023","12","9","02:00","-9","86","3.2","0","1027.7","-8.4","-9.2","3.7","45","5.4"
"Helsinki Kumpula","2023","12","9","03:00","-9.3","86","3.3","0","1027.3","-9.2","-9.4","3.8","50","6.1"
"Helsinki Kumpula","2023","12","9","04:00","-9.2","86","3.1","0","1027","-9.2","-9.3","3.5","56","5.6"
"Helsinki Kumpula","2023","12","9","05:00","-9.3","87","2.8","0","1026.7","-9.2","-9.4","3.3","56","5.9"
"Helsinki Kumpula","2023","12","9","06:00","-9.2","86","2.9","0","1026.4","-9.1","-9.3","3.5","62","5.6"
"Helsinki Kumpula","2023","12","9","07:00","-9","87","2.7","0","1026.2","-8.9","-9.1","3.8","62","5.4"
"Helsinki Kumpula","2023","12","9","08:00","-8.9","87","3","0.1","1025.9","-8.8","-9","3.3","51","5.1"
"Helsinki Kumpula","2023","12","9","09:00","-8.8","87","2.6","0.1","1025.6","-8.7","-8.9","3","61","4.8"
"Helsinki Kumpula","2023","12","9","10:00","-8.5","87","2.3","0.1","1025.2","-8.4","-8.7","3.3","57","4.3"
"Helsinki Kumpula","2023","12","9","11:00","-8.3","87","2.9","0.1","1024.6","-8.2","-8.5","3.5","46","4.7"
"Helsinki Kumpula","2023","12","9","12:00","-8.1","87","2.5","0.1","1024","-8","-8.2","2.9","45","4.1"
"Helsinki Kumpula","2023","12","9","13:00","-7.9","87","2.5","0","1023.5","-7.8","-8","3.2","44","4.9"
"Helsinki Kumpula","2023","12","9","14:00","-7.7","87","3.1","0","1022.7","-7.5","-7.9","3.6","57","5.6"
"Helsinki Kumpula","2023","12","9","15:00","-7.1","87","2.7","0","1022.3","-6.7","-7.6","3.4","65","5.2"
"Helsinki Kumpula","2023","12","9","16:00","-6.4","86","3.4","0","1021.7","-5.1","-7.1","5.1","92","7.7"
"Helsinki Kumpula","2023","12","9","17:00","-5","82","4.7","0","1021.2","-4.9","-5.1","5.3","123","8.7"
"Helsinki Kumpula","2023","12","9","18:00","-4.9","83","5.8","0","1020.8","-4.9","-5","6.6","131","8.6"
"Helsinki Kumpula","2023","12","9","19:00","-5","83","4.8","0","1020.3","-5","-5.1","6.3","124","8.5"
"Helsinki Kumpula","2023","12","9","20:00","-4.9","85","5","0","1019.9","-4.8","-5","5.8","129","7.7"
"Helsinki Kumpula","2023","12","9","21:00","-4.8","84","4.6","0","1019.4","-4.7","-4.8","5.2","121","8"
"Helsinki Kumpula","2023","12","9","22:00","-4.7","85","4.7","0","1019","-4.6","-4.8","5.3","130","7.8"
"Helsinki Kumpula","2023","12","9","23:00","-4.6","87","4.8","0","1018.7","-4.6","-4.7","5.7","126","8.7"
"Helsinki Kumpula","2023","12","10","00:00","-4.6","87","4.2","0","1018.3","-4.5","-4.7","5.1","117","7.8"
"Helsinki Kumpula","2023","12","10","01:00","-4.5","87","4.1","0","1017.9","-4.4","-4.5","4.8","120","7.2"
"Helsinki Kumpula","2023","12","10","02:00","-4.6","87","4.8","0.1","1017.7","-4.5","-4.7","5.3","128","8.5"
"Helsinki Kumpula","2023","12","10","03:00","-4.7","88","4.3","0.1","1017.5","-4.6","-4.7","5.3","127","7.4"
"Helsinki Kumpula","2023","12","10","04:00","-4.6","89","4.3","0.2","1017.4","-4.5","-4.7","5.1","129","7.5"
"Helsinki Kumpula","2023","12","10","05:00","-4.5","88","4.7","0.1","1017.2","-4.4","-4.5","5.2","132","7"
"Helsinki Kumpula","2023","12","10","06:00","-4.4","87","3.9","0.1","1017.1","-4.4","-4.5","4.3","119","6.5"
"Helsinki Kumpula","2023","12","10","07:00","-4.4","88","3.5","0.1","1017.3","-4.3","-4.4","4.3","121","6.3"
"Helsinki Kumpula","2023","12","10","08:00","-4.3","88","3.6","0.2","1017.5","-4.3","-4.4","4.1","122","6.2"
"Helsinki Kumpula","2023","12","10","09:00","-4.5","90","3.8","0.4","1017.5","-4.4","-4.5","4.4","117","6.5"
"Helsinki Kumpula","2023","12","10","10:00","-4.4","90","3.3","0.2","1017.2","-4.3","-4.5","4.1","119","6.5"
"Helsinki Kumpula","2023","12","10","11:00","-4.2","87","3.7","0","1017.1","-4.1","-4.3","4.7","113","6.7"
"Helsinki Kumpula","2023","12","10","12:00","-4.2","86","4.6","0","1016.9","-4.2","-4.2","4.9","109","7.1"
"Helsinki Kumpula","2023","12","10","13:00","-4.3","85","3.7","0","1017.1","-4.2","-4.3","4.7","120","6.8"
"Helsinki Kumpula","2023","12","10","14:00","-4.3","84","3.7","0","1017.2","-4.1","-4.3","4.6","126","6.1"
"Helsinki Kumpula","2023","12","10","15:00","-4.1","85","3.8","0","1017.4","-4.1","-4.2","4.5","132","6.1"
"Helsinki Kumpula","2023","12","10","16:00","-4","85","3.2","0","1017.3","-3.9","-4.1","4.3","124","5.5"
"Helsinki Kumpula","2023","12","10","17:00","-3.9","84","2.6","0","1017.1","-3.8","-3.9","3","110","4.2"
"Helsinki Kumpula","2023","12","10","18:00","-4","84","3.5","0","1017.1","-3.9","-4.1","4.3","115","6.2"
"Helsinki Kumpula","2023","12","10","19:00","-4.2","85","3.7","0","1016.8","-4","-4.2","4.4","111","6"
"Helsinki Kumpula","2023","12","10","20:00","-4.1","86","3.5","0","1016.7","-4.1","-4.1","4","123","6.1"
"Helsinki Kumpula","2023","12","10","21:00","-4.1","87","4","0","1016.4","-4","-4.1","4.7","128","7.4"
"Helsinki Kumpula","2023","12","10","22:00","-3.8","87","3.4","0","1015.9","-3.6","-4","4.1","120","6.4"
"Helsinki Kumpula","2023","12","10","23:00","-3.5","87","4.1","0","1015.7","-3.4","-3.6","4.6","118","6.7"
"Helsinki Kumpula","2023","12","11","00:00","-3.3","87","3.3","0","1015.2","-3.1","-3.5","4.3","120","6.1"
"Helsinki Kumpula","2023","12","11","01:00","-2.9","87","3","0","1014.8","-2.6","-3.2","3.8","115","5.8"
"Helsinki Kumpula","2023","12","11","02:00","-2.6","87","3.9","0","1014.4","-2.4","-2.7","4.7","116","6.3"
"Helsinki Kumpula","2023","12","11","03:00","-2.5","87","5.1","0","1013.9","-2.4","-2.6","6","112","8.5"
"Helsinki Kumpula","2023","12","11","04:00","-2.5","87","5.1","0","1013.4","-2.5","-2.6","6","103","8.9"
"Helsinki Kumpula","2023","12","11","05:00","-2.8","87","4.3","0","1013.1","-2.4","-3.4","5.4","83","8.4"
"Helsinki Kumpula","2023","12","11","06:00","-3.7","90","4.1","0","1013","-3.4","-3.8","4.5","69","6.9"
"Helsinki Kumpula","2023","12","11","07:00","-3.6","90","4.5","0","1012.8","-3.3","-3.9","5.1","74","7.4"
"Helsinki Kumpula","2023","12","11","08:00","-2.8","89","5.3","0","1012.4","-2.5","-3.3","6.9","89","9.9"
"Helsinki Kumpula","2023","12","11","09:00","-2.5","88","6","0","1012.1","-2.3","-2.7","7.1","95","10.5"
"Helsinki Kumpula","2023","12","11","10:00","-2.8","88","5","0","1011.6","-2.4","-3.4","6.8","94","10.3"
"Helsinki Kumpula","2023","12","11","11:00","-3.4","88","5.2","0","1011.2","-2.4","-4.5","7.1","74","9.9"
"Helsinki Kumpula","2023","12","11","12:00","-4.9","89","4.6","0","1010.9","-4.5","-5.1","5.5","53","7.7"
"Helsinki Kumpula","2023","12","11","13:00","-5.2","89","4.8","0","1010.5","-5.1","-5.3","5.1","55","8.7"
"Helsinki Kumpula","2023","12","11","14:00","-5.5","89","5","0","1010.1","-5.3","-5.6","5.3","51","9"
"Helsinki Kumpula","2023","12","11","15:00","-5.7","89","5.2","0","1010","-5.6","-5.8","5.8","52","8.6"
"Helsinki Kumpula","2023","12","11","16:00","-6.1","87","5.3","0.1","1009.8","-5.8","-6.3","6.1","53","9.4"
"Helsinki Kumpula","2023","12","11","17:00","-6.6","86","5.8","0","1009.6","-6.3","-6.8","6.4","52","10.2"
"Helsinki Kumpula","2023","12","11","18:00","-6.9","85","5.9","0","1009.4","-6.8","-7","6.5","50","9.9"
"Helsinki Kumpula","2023","12","11","19:00","-6.9","86","4.6","0","1009.2","-6.8","-7","5.6","51","9.2"
"Helsinki Kumpula","2023","12","11","20:00","-6.8","86","5.2","0","1009.2","-6.8","-6.9","6.3","49","10.3"
"Helsinki Kumpula","2023","12","11","21:00","-6.9","86","5.4","0","1009.1","-6.8","-6.9","6.2","50","9.4"
"Helsinki Kumpula","2023","12","11","22:00","-6.8","86","5","0","1009.1","-6.8","-6.9","5.6","47","9.7"
"Helsinki Kumpula","2023","12","11","23:00","-6.8","86","4.9","0","1009","-6.8","-6.9","5.5","43","8.4"
"Helsinki Kumpula","2023","12","12","00:00","-6.9","87","4.6","0.1","1009.1","-6.8","-6.9","5.1","41","8.6"
"Helsinki Kumpula","2023","12","12","01:00","-6.9","87","4.8","0.1","1009","-6.8","-7","5.2","39","8.7"
"Helsinki Kumpula","2023","12","12","02:00","-6.9","86","5.4","0.1","1008.7","-6.8","-6.9","6.1","42","9.4"
"Helsinki Kumpula","2023","12","12","03:00","-6.8","87","4.6","0.2","1008.7","-6.8","-6.9","5.1","38","8.8"
"Helsinki Kumpula","2023","12","12","04:00","-7","86","4.9","0.2","1008.6","-6.9","-7","5.6","29","9.1"
"Helsinki Kumpula","2023","12","12","05:00","-7.2","86","4.6","0.2","1008.6","-7","-7.4","5.6","26","9.8"
"Helsinki Kumpula","2023","12","12","06:00","-7.6","87","5","0.4","1008.6","-7.4","-7.7","5.6","24","8.8"
"Helsinki Kumpula","2023","12","12","07:00","-7.8","86","4.6","0.1","1008.8","-7.7","-7.9","5.1","24","8.1"
"Helsinki Kumpula","2023","12","12","08:00","-7.8","85","4.2","0.1","1008.8","-7.6","-7.9","4.7","29","7.8"
"Helsinki Kumpula","2023","12","12","09:00","-7.5","84","4.4","0","1008.9","-7.4","-7.6","4.8","27","8.5"
"Helsinki Kumpula","2023","12","12","10:00","-7.4","83","4.3","0","1008.8","-7.3","-7.5","5","24","9.1"
"Helsinki Kumpula","2023","12","12","11:00","-7.4","84","4.6","0.1","1008.5","-7.4","-7.5","5.1","22","8.1"
"Helsinki Kumpula","2023","12","12","12:00","-7.4","84","4.4","0.1","1008.1","-7.2","-7.5","4.9","23","8.3"
"Helsinki Kumpula","2023","12","12","13:00","-7.2","83","4.2","0","1008.2","-7.1","-7.3","4.8","21","7.5"
"Helsinki Kumpula","2023","12","12","14:00","-7.3","85","4.4","0.3","1008.1","-7.2","-7.3","4.9","21","8.7"
"Helsinki Kumpula","2023","12","12","15:00","-7.2","87","4.7","0.5","1008","-7.1","-7.3","5.4","24","8.6"
"Helsinki Kumpula","2023","12","12","16:00","-7.1","89","4.3","1","1007.7","-7","-7.2","4.7","24","8"
"Helsinki Kumpula","2023","12","12","17:00","-6.8","89","4.3","0.9","1007.4","-6.7","-7","4.9","24","8.6"
"Helsinki Kumpula","2023","12","12","18:00","-6.6","89","4","0.8","1007.1","-6.4","-6.7","4.5","24","7.3"
"Helsinki Kumpula","2023","12","12","19:00","-6.3","89","4.2","0.6","1006.8","-6.1","-6.5","4.6","28","7.5"
"Helsinki Kumpula","2023","12","12","20:00","-6","90","4.2","1","1006.7","-5.9","-6.1","4.6","29","7.4"
"Helsinki Kumpula","2023","12","12","21:00","-5.8","91","4.2","1","1006.5","-5.7","-5.9","4.5","29","8"
"Helsinki Kumpula","2023","12","12","22:00","-5.6","91","3.9","0.5","1006.3","-5.4","-5.7","4.4","28","7.4"
"Helsinki Kumpula","2023","12","12","23:00","-5.3","90","4.2","0.2","1006","-5.2","-5.4","4.7","30","8.1"
"Helsinki Kumpula","2023","12","13","00:00","-5.1","89","4.2","0.2","1005.9","-5","-5.3","4.7","32","7.7"
"Helsinki Kumpula","2023","12","13","01:00","-5","90","4","0.4","1005.8","-4.9","-5.1","4.7","33","8.1"
"Helsinki Kumpula","2023","12","13","02:00","-4.9","90","3.8","0.1","1005.7","-4.8","-5","4.3","30","7.5"
"Helsinki Kumpula","2023","12","13","03:00","-4.8","91","3.6","0.3","1005.5","-4.7","-4.8","4.3","30","6.7"
"Helsinki Kumpula","2023","12","13","04:00","-4.7","91","3.6","0.3","1005.5","-4.6","-4.7","3.8","26","6.7"
"Helsinki Kumpula","2023","12","13","05:00","-4.7","92","3.7","0.6","1005.4","-4.7","-4.8","4","25","6.4"
"Helsinki Kumpula","2023","12","13","06:00","-4.7","91","3.6","0.3","1005.3","-4.6","-4.7","4.1","25","6.6"
"Helsinki Kumpula","2023","12","13","07:00","-4.5","91","3.4","0.3","1005.3","-4.4","-4.7","4","26","6.5"
"Helsinki Kumpula","2023","12","13","08:00","-4.2","90","3.2","0","1005.4","-4.1","-4.4","3.7","24","6"
